model,sequence_id,program_bits,complexity_level,h_model_bits_per_sym,h_ctw_D4,h_ctw_D8,h_ctw_D12,h_ctw_best,sg_D4,sg_D8,sg_D12,sg_primary,sg_min
Qwen/Qwen2.5-3B,L4_0022,60,4,1.113858,0.5637436850154895,0.5637534024336218,0.5637541097558959,0.5637541097558959,0.5501143149845105,0.5501045975663782,0.5501038902441041,0.5501045975663782,0.5501038902441041
Qwen/Qwen2.5-3B,L4_0023,60,4,1.159761,0.6127115246038044,0.611794363368692,0.6117957767065555,0.6127115246038044,0.5470494753961956,0.5479666366313081,0.5479652232934445,0.5479666366313081,0.5470494753961956
Qwen/Qwen2.5-3B,L4_0024,60,4,1.32489,0.6922344920322396,0.692249119430055,0.692250093465733,0.692250093465733,0.6326555079677603,0.6326408805699449,0.6326399065342669,0.6326408805699449,0.6326399065342669
Qwen/Qwen2.5-3B,L4_0025,60,4,0.996479,0.8768336777377311,0.8681736122434842,0.8681771029330109,0.8768336777377311,0.11964532226226887,0.1283053877565158,0.12830189706698913,0.1283053877565158,0.11964532226226887
Qwen/Qwen2.5-3B,L4_0026,60,4,1.031594,0.6445910586389432,0.6446098426301365,0.6446109134989658,0.6446109134989658,0.38700294136105673,0.38698415736986336,0.3869830865010341,0.38698415736986336,0.3869830865010341
Qwen/Qwen2.5-3B,L4_0027,60,4,0.296683,0.025399765533480178,0.025402274651858892,0.02540244227831566,0.02540244227831566,0.2712832344665198,0.27128072534814107,0.2712805577216843,0.27128072534814107,0.2712805577216843
Qwen/Qwen2.5-3B,L4_0028,60,4,1.254045,0.6200420243415461,0.6113528339937497,0.6113549451394146,0.6200420243415461,0.634002975658454,0.6426921660062503,0.6426900548605855,0.6426921660062503,0.634002975658454
Qwen/Qwen2.5-3B,L4_0029,60,4,1.005187,0.6978544229506486,0.6961947888180302,0.6959833223850177,0.6978544229506486,0.30733257704935146,0.30899221118196984,0.30920367761498235,0.30899221118196984,0.30733257704935146
Qwen/Qwen2.5-3B,L4_0030,60,4,1.30796,0.5661037873655765,0.5661130509143891,0.5661137351306741,0.5661137351306741,0.7418562126344235,0.7418469490856109,0.7418462648693259,0.7418469490856109,0.7418462648693259
Qwen/Qwen2.5-3B,L4_0031,60,4,1.057143,0.5659770849249743,0.5659887406764992,0.5659894121321165,0.5659894121321165,0.4911659150750256,0.49115425932350076,0.49115358786788343,0.49115425932350076,0.49115358786788343
Qwen/Qwen2.5-3B,L4_0032,60,4,1.075572,0.599536197297834,0.5982665643775423,0.5982675427532996,0.599536197297834,0.47603580270216594,0.47730543562245764,0.47730445724670034,0.47730543562245764,0.47603580270216594
Qwen/Qwen2.5-3B,L4_0033,60,4,1.064675,0.9292330901600443,0.9241087906836166,0.924164721985922,0.9292330901600443,0.13544190983995574,0.14056620931638342,0.140510278014078,0.14056620931638342,0.13544190983995574
Qwen/Qwen2.5-3B,L4_0034,60,4,0.227047,0.02789319505567541,0.0278957089006367,0.027895876843700027,0.027895876843700027,0.19915380494432458,0.1991512910993633,0.19915112315629996,0.1991512910993633,0.19915112315629996
Qwen/Qwen2.5-3B,L4_0035,60,4,0.949514,0.5884916338684969,0.5885093248007567,0.5885103580239128,0.5885103580239128,0.36102236613150307,0.3610046751992433,0.36100364197608714,0.3610046751992433,0.36100364197608714
Qwen/Qwen2.5-3B,L4_0036,60,4,1.029007,0.5767012161366202,0.5767117340114183,0.5767125194403422,0.5767125194403422,0.45230578386337983,0.4522952659885817,0.4522944805596578,0.4522952659885817,0.4522944805596578
Qwen/Qwen2.5-3B,L4_0037,60,4,1.012721,0.5898545279406943,0.5898753999133088,0.5898765581263454,0.5898765581263454,0.4228664720593057,0.42284560008669114,0.42284444187365455,0.42284560008669114,0.42284444187365455
Qwen/Qwen2.5-3B,L4_0038,60,4,1.001873,0.7852708468867062,0.7852993712759868,0.7853021642530728,0.7853021642530728,0.21660215311329378,0.2165736287240132,0.21657083574692726,0.2165736287240132,0.21657083574692726
Qwen/Qwen2.5-3B,L4_0039,60,4,1.005104,0.8354598274898255,0.8254918167778829,0.8255050683153046,0.8354598274898255,0.1696441725101745,0.17961218322211714,0.17959893168469543,0.17961218322211714,0.1696441725101745
Qwen/Qwen2.5-3B,L4_0040,60,4,1.11617,0.8458249099529728,0.8458578687551506,0.8458598458766795,0.8458598458766795,0.27034509004702734,0.27031213124484954,0.2703101541233206,0.27031213124484954,0.2703101541233206
Qwen/Qwen2.5-3B,L4_0041,60,4,1.034605,0.770121857009813,0.7576331632452089,0.7576351023628319,0.770121857009813,0.26448314299018705,0.2769718367547911,0.27696989763716806,0.2769718367547911,0.26448314299018705
Qwen/Qwen2.5-3B,L4_0042,60,4,0.754305,0.02674160365444617,0.026744156930739615,0.02674432761600261,0.02674432761600261,0.7275633963455538,0.7275608430692604,0.7275606723839974,0.7275608430692604,0.7275606723839974
Qwen/Qwen2.5-3B,L4_0043,60,4,1.19392,0.8082630239382511,0.8082868873273746,0.8082886392711722,0.8082886392711722,0.385656976061749,0.38563311267262546,0.38563136072882787,0.38563311267262546,0.38563136072882787
Qwen/Qwen2.5-3B,L4_0044,60,4,0.885868,0.5904768267802573,0.585079735426626,0.5847839345268079,0.5904768267802573,0.29539117321974273,0.30078826457337404,0.3010840654731921,0.30078826457337404,0.29539117321974273
Qwen/Qwen2.5-3B,L4_0045,60,4,0.886875,0.5852455526184741,0.5852607665718094,0.5852616220373738,0.5852616220373738,0.30162944738152586,0.3016142334281906,0.3016133779626262,0.3016142334281906,0.3016133779626262
Qwen/Qwen2.5-3B,L4_0046,60,4,0.87699,0.03707877186130268,0.03708143242856003,0.03708161052322435,0.03708161052322435,0.8399112281386973,0.8399085675714401,0.8399083894767757,0.8399085675714401,0.8399083894767757
Qwen/Qwen2.5-3B,L4_0047,60,4,1.099082,0.4294522956933991,0.42945863605318707,0.4294590589387156,0.4294590589387156,0.6696297043066008,0.6696233639468128,0.6696229410612843,0.6696233639468128,0.6696229410612843
Qwen/Qwen2.5-3B,L4_0048,60,4,1.009908,0.7558995363879208,0.7561202564484327,0.756139422891283,0.756139422891283,0.2540084636120792,0.2537877435515673,0.25376857710871703,0.2537877435515673,0.25376857710871703
Qwen/Qwen2.5-3B,L4_0049,60,4,1.05355,0.5783086318626245,0.578341812816627,0.5783237797076131,0.578341812816627,0.4752413681373755,0.475208187183373,0.4752262202923869,0.475208187183373,0.475208187183373
Qwen/Qwen2.5-3B,L4_0050,60,4,0.857985,0.024299748061522387,0.023959583914273358,0.023959760240928066,0.024299748061522387,0.8336852519384776,0.8340254160857267,0.834025239759072,0.8340254160857267,0.8336852519384776
Qwen/Qwen2.5-3B,L4_0051,60,4,1.059477,0.8063006031724363,0.8063290401154832,0.8063309385146998,0.8063309385146998,0.25317639682756365,0.25314795988451677,0.25314606148530017,0.25314795988451677,0.25314606148530017
Qwen/Qwen2.5-3B,L4_0052,60,4,1.205644,0.645094510377791,0.6451108184292597,0.6451119461557211,0.6451119461557211,0.560549489622209,0.5605331815707403,0.5605320538442788,0.5605331815707403,0.5605320538442788
Qwen/Qwen2.5-3B,L4_0053,60,4,1.270804,0.8024381574015532,0.8024650971932533,0.80246688289082,0.80246688289082,0.4683658425984468,0.4683389028067467,0.46833711710918,0.4683389028067467,0.46833711710918
Qwen/Qwen2.5-3B,L4_0054,60,4,0.23576,0.05273972894529317,0.05274256288792633,0.052742752988729186,0.052742752988729186,0.18302027105470683,0.18301743711207366,0.1830172470112708,0.18301743711207366,0.1830172470112708
Qwen/Qwen2.5-3B,L4_0055,60,4,1.041547,0.600172803435535,0.6001903607734737,0.6001915305607316,0.6001915305607316,0.44137419656446497,0.44135663922652635,0.4413554694392684,0.44135663922652635,0.4413554694392684
Qwen/Qwen2.5-3B,L4_0056,60,4,1.088959,0.5960178676722234,0.5960352068023179,0.5960363613466019,0.5960363613466019,0.4929411323277766,0.4929237931976821,0.49292263865339814,0.4929237931976821,0.49292263865339814
Qwen/Qwen2.5-3B,L4_0057,60,4,1.167655,0.7445893515658655,0.7361954906103508,0.7361978757448508,0.7445893515658655,0.42306564843413463,0.4314595093896493,0.43145712425514926,0.4314595093896493,0.42306564843413463
Qwen/Qwen2.5-3B,L4_0058,60,4,0.966437,0.6835332532224733,0.6731408986113786,0.6730595259016863,0.6835332532224733,0.2829037467775267,0.2932961013886214,0.2933774740983137,0.2932961013886214,0.2829037467775267
Qwen/Qwen2.5-3B,L4_0059,60,4,1.116882,0.8152898763461477,0.8055541675727425,0.8055563421925218,0.8152898763461477,0.30159212365385224,0.3113278324272575,0.3113256578074781,0.3113278324272575,0.30159212365385224
Qwen/Qwen2.5-3B,L4_0060,60,4,1.173459,0.7680288023481355,0.7678174754041983,0.7678191131980039,0.7680288023481355,0.4054301976518645,0.4056415245958017,0.40563988680199614,0.4056415245958017,0.4054301976518645
Qwen/Qwen2.5-3B,L4_0061,60,4,0.241777,0.030542743411220572,0.030545304039040957,0.030545475217098134,0.030545475217098134,0.21123425658877942,0.21123169596095903,0.21123152478290186,0.21123169596095903,0.21123152478290186
Qwen/Qwen2.5-3B,L4_0062,60,4,0.834249,0.5908971279672591,0.5909088823300953,0.5909096649104079,0.5909096649104079,0.2433518720327409,0.2433401176699047,0.24333933508959216,0.2433401176699047,0.24333933508959216
Qwen/Qwen2.5-3B,L4_0063,60,4,0.824445,0.028772662120914772,0.028775305987669433,0.02877548296124397,0.02877548296124397,0.7956723378790852,0.7956696940123306,0.795669517038756,0.7956696940123306,0.795669517038756
Qwen/Qwen2.5-3B,L4_0064,60,4,0.973485,0.688264733264032,0.688285381010617,0.6882868231577008,0.6882868231577008,0.285220266735968,0.28519961898938306,0.2851981768422992,0.28519961898938306,0.2851981768422992
Qwen/Qwen2.5-3B,L4_0065,60,4,0.33572,0.025399765533480178,0.025402274651858892,0.02540244227831566,0.02540244227831566,0.31032023446651985,0.3103177253481411,0.31031755772168435,0.3103177253481411,0.31031755772168435
Qwen/Qwen2.5-3B,L4_0066,60,4,0.799406,0.043605036660902846,0.04360775604115816,0.043607938198482854,0.043607938198482854,0.7558009633390971,0.7557982439588418,0.7557980618015171,0.7557982439588418,0.7557980618015171
Qwen/Qwen2.5-3B,L4_0067,60,4,0.791698,0.02674160365444617,0.026744156930739615,0.02674432761600261,0.02674432761600261,0.7649563963455538,0.7649538430692604,0.7649536723839974,0.7649538430692604,0.7649536723839974
Qwen/Qwen2.5-3B,L4_0068,60,4,1.057666,0.5466280541373688,0.5298515477156979,0.529852783531156,0.5466280541373688,0.5110379458626312,0.5278144522843021,0.527813216468844,0.5278144522843021,0.5110379458626312
Qwen/Qwen2.5-3B,L4_0069,60,4,0.295006,0.019667589208854527,0.019670087476109318,0.01967025437567524,0.01967025437567524,0.27533841079114546,0.27533591252389067,0.2753357456243247,0.27533591252389067,0.2753357456243247
Qwen/Qwen2.5-3B,L4_0070,60,4,1.138559,0.5916105178398605,0.5915990394887595,0.5915995951412936,0.5916105178398605,0.5469484821601396,0.5469599605112406,0.5469594048587065,0.5469599605112406,0.5469484821601396
Qwen/Qwen2.5-3B,L4_0071,60,4,1.190858,0.8743325479901576,0.8743737231050795,0.8743765009320046,0.8743765009320046,0.3165254520098424,0.3164842768949204,0.3164814990679954,0.3164842768949204,0.3164814990679954
Qwen/Qwen2.5-3B,L4_0072,60,4,1.057443,0.6942682047535931,0.6937706121094511,0.6937716105428285,0.6942682047535931,0.36317479524640683,0.3636723878905488,0.36367138945717137,0.3636723878905488,0.36317479524640683
Qwen/Qwen2.5-3B,L4_0073,60,4,1.276262,0.5790007105904761,0.5790128193417968,0.5790135010731184,0.5790135010731184,0.6972612894095239,0.6972491806582032,0.6972484989268816,0.6972491806582032,0.6972484989268816
Qwen/Qwen2.5-3B,L4_0074,60,4,0.281779,0.02160348085286405,0.021605982783395223,0.02160614992836287,0.02160614992836287,0.26017551914713594,0.2601730172166048,0.26017285007163715,0.2601730172166048,0.26017285007163715
Qwen/Qwen2.5-1.5B,L1_0000,24,1,0.644655,0.010053148130867124,0.010055474081425455,0.010055629091960743,0.010055629091960743,0.6346018518691329,0.6345995259185745,0.6345993709080392,0.6345995259185745,0.6345993709080392
Qwen/Qwen2.5-1.5B,L1_0001,24,1,0.413851,0.005025305574975918,0.0050275866589622,0.005027738590845903,0.005027738590845903,0.4088256944250241,0.40882341334103783,0.40882326140915415,0.40882341334103783,0.40882326140915415
Qwen/Qwen2.5-1.5B,L1_0002,24,1,1.121192,0.42342805125082994,0.42343411521451424,0.4234345190310208,0.4234345190310208,0.69776394874917,0.6977578847854857,0.6977574809689792,0.6977578847854857,0.6977574809689792
Qwen/Qwen2.5-1.5B,L1_0003,24,1,0.788402,0.005025305574975918,0.0050275866589622,0.005027738590845903,0.005027738590845903,0.7833766944250241,0.7833744133410379,0.7833742614091541,0.7833744133410379,0.7833742614091541
Qwen/Qwen2.5-1.5B,L1_0004,24,1,0.97992,0.556165704478446,0.5561748855625002,0.5561755557468671,0.5561755557468671,0.42375429552155397,0.42374511443749985,0.42374444425313296,0.42374511443749985,0.42374444425313296
Qwen/Qwen2.5-1.5B,L1_0005,24,1,1.09037,0.4285088015909607,0.42851507534011984,0.4285154936105082,0.4285154936105082,0.6618611984090393,0.6618549246598802,0.6618545063894918,0.6618549246598802,0.6618545063894918
Qwen/Qwen2.5-1.5B,L1_0006,24,1,1.402184,0.5598101916185926,0.5595302165695909,0.5595309935698564,0.5598101916185926,0.8423738083814075,0.8426537834304092,0.8426530064301437,0.8426537834304092,0.8423738083814075
Qwen/Qwen2.5-1.5B,L1_0007,24,1,0.89023,0.5859905535917557,0.5860108820291188,0.5860120193087732,0.5860120193087732,0.3042394464082443,0.3042191179708812,0.30421798069122674,0.3042191179708812,0.30421798069122674
Qwen/Qwen2.5-1.5B,L1_0008,24,1,1.030831,0.6443285786964589,0.6443455645047795,0.6443468125278053,0.6443468125278053,0.3865024213035412,0.3864854354952205,0.3864841874721947,0.3864854354952205,0.3864841874721947
Qwen/Qwen2.5-1.5B,L1_0009,24,1,1.396822,0.5616825321925537,0.5616922213098698,0.5616929260152631,0.5616929260152631,0.8351394678074463,0.8351297786901302,0.8351290739847369,0.8351297786901302,0.8351290739847369
Qwen/Qwen2.5-1.5B,L1_0010,24,1,0.992119,0.644025079702771,0.6440413338889835,0.6440425795532169,0.6440425795532169,0.34809392029722896,0.3480776661110164,0.3480764204467831,0.3480776661110164,0.3480764204467831
Qwen/Qwen2.5-1.5B,L1_0011,24,1,1.105045,0.5616420249846749,0.5616530879755832,0.5616536914561304,0.5616536914561304,0.5434029750153252,0.5433919120244168,0.5433913085438696,0.5433919120244168,0.5433913085438696
Qwen/Qwen2.5-1.5B,L1_0012,24,1,1.085166,0.018999956527586407,0.01900241322631889,0.01900257724668017,0.01900257724668017,1.0661660434724136,1.0661635867736812,1.0661634227533199,1.0661635867736812,1.0661634227533199
Qwen/Qwen2.5-1.5B,L1_0013,24,1,1.133805,0.010053148130867124,0.010055474081425455,0.010055629091960743,0.010055629091960743,1.1237518518691327,1.1237495259185746,1.1237493709080393,1.1237495259185746,1.1237493709080393
Qwen/Qwen2.5-1.5B,L1_0014,24,1,1.099439,0.4268350994800748,0.42684123404911456,0.42684164272993924,0.42684164272993924,0.6726039005199252,0.6725977659508855,0.6725973572700608,0.6725977659508855,0.6725973572700608
Qwen/Qwen2.5-1.5B,L1_0015,24,1,1.003933,0.012610887246710646,0.012613254883847425,0.012613412765625078,0.012613412765625078,0.9913221127532893,0.9913197451161525,0.9913195872343749,0.9913197451161525,0.9913195872343749
Qwen/Qwen2.5-1.5B,L1_0016,24,1,1.405525,0.5575826073401025,0.5575928403183378,0.5575935653393563,0.5575935653393563,0.8479423926598975,0.8479321596816621,0.8479314346606436,0.8479321596816621,0.8479314346606436
Qwen/Qwen2.5-1.5B,L1_0017,24,1,1.342344,0.42342805125082994,0.42343411521451424,0.4234345190310208,0.4234345190310208,0.91891594874917,0.9189098847854857,0.9189094809689792,0.9189098847854857,0.9189094809689792
Qwen/Qwen2.5-1.5B,L1_0018,24,1,1.003318,0.04509386124200176,0.04509672824872107,0.04509692070306914,0.04509692070306914,0.9582241387579982,0.9582212717512789,0.9582210792969308,0.9582212717512789,0.9582210792969308
Qwen/Qwen2.5-1.5B,L1_0019,24,1,0.918332,0.014570730248586922,0.014573178745083263,0.014573342216376725,0.014573342216376725,0.9037612697514131,0.9037588212549168,0.9037586577836233,0.9037588212549168,0.9037586577836233
Qwen/Qwen2.5-1.5B,L1_0020,24,1,0.56092,0.02524888940829412,0.025251357714916333,0.025251522512305648,0.025251522512305648,0.5356711105917058,0.5356686422850836,0.5356684774876943,0.5356686422850836,0.5356684774876943
Qwen/Qwen2.5-1.5B,L1_0021,24,1,1.177967,0.015099592720175092,0.01510196479820838,0.015102122976868136,0.015102122976868136,1.1628674072798248,1.1628650352017915,1.1628648770231318,1.1628650352017915,1.1628648770231318
Qwen/Qwen2.5-1.5B,L1_0022,24,1,0.944478,0.01391059309621901,0.013913001229660833,0.01391316190810807,0.01391316190810807,0.930567406903781,0.9305649987703392,0.9305648380918919,0.9305649987703392,0.9305648380918919
Qwen/Qwen2.5-1.5B,L1_0023,24,1,1.130867,0.692168156194714,0.6921826965512399,0.6921836647777091,0.6921836647777091,0.4386988438052861,0.4386843034487602,0.43868333522229097,0.4386843034487602,0.43868333522229097
Qwen/Qwen2.5-1.5B,L1_0024,24,1,1.079118,0.7219631411348683,0.7219839900225647,0.7219852408257172,0.7219852408257172,0.35715485886513176,0.3571340099774353,0.3571327591742828,0.3571340099774353,0.3571327591742828
Qwen/Qwen2.5-1.5B,L1_0025,24,1,1.052172,0.7225857673077176,0.7226043321970139,0.7226057556068767,0.7226057556068767,0.3295862326922825,0.3295676678029862,0.32956624439312343,0.3295676678029862,0.32956624439312343
Qwen/Qwen2.5-1.5B,L1_0026,24,1,0.959943,0.018999956527586407,0.01900241322631889,0.01900257724668017,0.01900257724668017,0.9409430434724135,0.9409405867736811,0.9409404227533198,0.9409405867736811,0.9409404227533198
Qwen/Qwen2.5-1.5B,L1_0027,24,1,1.007574,0.5575826073401025,0.5575928403183378,0.5575935653393563,0.5575935653393563,0.4499913926598975,0.4499811596816622,0.44998043466064364,0.4499811596816622,0.44998043466064364
Qwen/Qwen2.5-1.5B,L1_0028,24,1,1.176579,0.5489828934711524,0.5418864976899483,0.5414616320639323,0.5489828934711524,0.6275961065288477,0.6346925023100517,0.6351173679360678,0.6346925023100517,0.6275961065288477
Qwen/Qwen2.5-1.5B,L1_0029,24,1,1.431044,0.562135436404174,0.5621465645398878,0.5621472008427368,0.5621472008427368,0.868908563595826,0.8688974354601122,0.8688967991572631,0.8688974354601122,0.8688967991572631
Qwen/Qwen2.5-1.5B,L1_0030,24,1,1.273209,0.6445910586389432,0.6446098426301365,0.6446109134989658,0.6446109134989658,0.6286179413610569,0.6285991573698635,0.6285980865010342,0.6285991573698635,0.6285980865010342
Qwen/Qwen2.5-1.5B,L1_0031,24,1,1.113137,0.8042460943907156,0.8042745553003747,0.8042763239381885,0.8042763239381885,0.30889090560928445,0.3088624446996253,0.30886067606181156,0.3088624446996253,0.30886067606181156
Qwen/Qwen2.5-1.5B,L1_0032,24,1,1.014574,0.5616420249846749,0.5616530879755832,0.5616536914561304,0.5616536914561304,0.4529319750153252,0.45292091202441687,0.45292030854386967,0.45292091202441687,0.45292030854386967
Qwen/Qwen2.5-1.5B,L1_0033,24,1,0.51218,0.012610887246710646,0.012613254883847425,0.012613412765625078,0.012613412765625078,0.4995691127532893,0.49956674511615257,0.4995665872343749,0.49956674511615257,0.4995665872343749
Qwen/Qwen2.5-1.5B,L1_0034,24,1,1.047915,0.7646577970705914,0.7522836366688146,0.7522851324179518,0.7646577970705914,0.2832572029294085,0.29563136333118534,0.2956298675820481,0.29563136333118534,0.2832572029294085
Qwen/Qwen2.5-1.5B,L1_0035,24,1,1.144946,0.5891987778221435,0.587182057071615,0.587183491517356,0.5891987778221435,0.5557472221778565,0.557763942928385,0.557762508482644,0.557763942928385,0.5557472221778565
Qwen/Qwen2.5-1.5B,L1_0036,24,1,1.038864,0.7219631411348683,0.7219839900225647,0.7219852408257172,0.7219852408257172,0.31690085886513175,0.31688000997743526,0.31687875917428276,0.31688000997743526,0.31687875917428276
Qwen/Qwen2.5-1.5B,L1_0037,24,1,1.027516,0.5661037873655765,0.5661130509143891,0.5661137351306741,0.5661137351306741,0.46141221263442356,0.46140294908561097,0.461402264869326,0.46140294908561097,0.461402264869326
Qwen/Qwen2.5-1.5B,L1_0038,24,1,0.973523,0.8296998793397509,0.830254396750739,0.8299197351620048,0.830254396750739,0.14382312066024916,0.14326860324926105,0.14360326483799524,0.14326860324926105,0.14326860324926105
Qwen/Qwen2.5-1.5B,L1_0039,24,1,1.260637,0.5908971279672591,0.5909088823300953,0.5909096649104079,0.5909096649104079,0.6697398720327409,0.6697281176699047,0.6697273350895921,0.6697281176699047,0.6697273350895921
Qwen/Qwen2.5-1.5B,L1_0040,24,1,1.236102,0.5930278619289706,0.5930410751060122,0.5930419549285907,0.5930419549285907,0.6430741380710294,0.6430609248939878,0.6430600450714093,0.6430609248939878,0.6430600450714093
Qwen/Qwen2.5-1.5B,L1_0041,24,1,1.1072,0.7223003980276991,0.7223176343431643,0.7223187439999428,0.7223187439999428,0.3848996019723009,0.38488236565683565,0.3848812560000572,0.38488236565683565,0.3848812560000572
Qwen/Qwen2.5-1.5B,L1_0042,24,1,0.63548,0.015099592720175092,0.01510196479820838,0.015102122976868136,0.015102122976868136,0.6203804072798249,0.6203780352017917,0.620377877023132,0.6203780352017917,0.620377877023132
Qwen/Qwen2.5-1.5B,L1_0043,24,1,1.106606,0.6901517566312151,0.6901662536736936,0.6901672188591885,0.6901672188591885,0.4164542433687849,0.4164397463263064,0.41643878114081145,0.4164397463263064,0.41643878114081145
Qwen/Qwen2.5-1.5B,L1_0044,24,1,0.992244,0.6556663183040589,0.6534102145655613,0.6534121020963872,0.6556663183040589,0.33657768169594116,0.33883378543443876,0.3388318979036128,0.33883378543443876,0.33657768169594116
Qwen/Qwen2.5-1.5B,L1_0045,24,1,1.24919,0.6361194389642142,0.6359540047686544,0.6357885165881005,0.6361194389642142,0.6130705610357858,0.6132359952313456,0.6134014834118995,0.6132359952313456,0.6130705610357858
Qwen/Qwen2.5-1.5B,L1_0046,24,1,0.600578,0.017685669410862474,0.01768808441030541,0.017688245548064793,0.017688245548064793,0.5828923305891375,0.5828899155896945,0.5828897544519351,0.5828899155896945,0.5828897544519351
Qwen/Qwen2.5-1.5B,L1_0047,24,1,0.964296,0.599167363572666,0.5983784127718171,0.5983792299708122,0.599167363572666,0.36512863642733406,0.3659175872281829,0.3659167700291879,0.3659175872281829,0.36512863642733406
Qwen/Qwen2.5-1.5B,L1_0048,24,1,1.029251,0.6789624335973332,0.6731183874761345,0.6731208059048815,0.6789624335973332,0.3502885664026667,0.3561326125238654,0.35613019409511837,0.3561326125238654,0.3502885664026667
Qwen/Qwen2.5-1.5B,L1_0049,24,1,1.098953,0.7743013663226266,0.7618498245077767,0.7618520709487381,0.7743013663226266,0.3246516336773735,0.33710317549222335,0.337100929051262,0.33710317549222335,0.3246516336773735
Qwen/Qwen2.5-1.5B,L1_0050,24,1,1.16258,0.7587308170070608,0.7580478957043583,0.7580495182811969,0.7587308170070608,0.40384918299293915,0.4045321042956417,0.404530481718803,0.4045321042956417,0.40384918299293915
Qwen/Qwen2.5-1.5B,L1_0051,24,1,1.02817,0.8065047663032039,0.8065315090634704,0.8065332218760141,0.8065332218760141,0.22166523369679614,0.22163849093652965,0.22163677812398597,0.22163849093652965,0.22163677812398597
Qwen/Qwen2.5-1.5B,L1_0052,24,1,0.9572,0.5916979738484606,0.591712823713522,0.591713812385367,0.591713812385367,0.3655020261515395,0.3654871762864781,0.36548618761463303,0.3654871762864781,0.36548618761463303
Qwen/Qwen2.5-1.5B,L1_0053,24,1,1.421515,0.5604798129137563,0.5604908285828074,0.5604914429889144,0.5604914429889144,0.8610351870862438,0.8610241714171927,0.8610235570110857,0.8610241714171927,0.8610235570110857
Qwen/Qwen2.5-1.5B,L1_0054,24,1,1.318647,0.43630122985140857,0.4363077914312539,0.43630822960862303,0.43630822960862303,0.8823457701485913,0.882339208568746,0.8823387703913769,0.882339208568746,0.8823387703913769
Qwen/Qwen2.5-1.5B,L1_0055,24,1,1.290055,0.4268350994800748,0.42684123404911456,0.42684164272993924,0.42684164272993924,0.8632199005199251,0.8632137659508854,0.8632133572700607,0.8632137659508854,0.8632133572700607
Qwen/Qwen2.5-1.5B,L1_0056,24,1,0.906441,0.5920570196317443,0.5920743507547076,0.5920755046366603,0.5920755046366603,0.31438398036825577,0.31436664924529245,0.3143654953633398,0.31436664924529245,0.3143654953633398
Qwen/Qwen2.5-1.5B,L1_0057,24,1,1.358199,0.37784808789327806,0.3780992181216052,0.37812517026055675,0.37812517026055675,0.9803509121067219,0.9800997818783947,0.9800738297394431,0.9800997818783947,0.9800738297394431
Qwen/Qwen2.5-1.5B,L1_0058,24,1,1.140414,0.5916979738484606,0.591712823713522,0.591713812385367,0.591713812385367,0.5487160261515395,0.5487011762864781,0.548700187614633,0.5487011762864781,0.548700187614633
Qwen/Qwen2.5-1.5B,L1_0059,24,1,1.102403,0.6901576102707895,0.6901721160692311,0.6901730818391093,0.6901730818391093,0.41224538972921054,0.4122308839307689,0.4122299181608907,0.4122308839307689,0.4122299181608907
Qwen/Qwen2.5-1.5B,L1_0060,24,1,1.124868,0.6649224252752747,0.6625866151769076,0.6625882016649527,0.6649224252752747,0.4599455747247253,0.46228138482309233,0.4622797983350473,0.46228138482309233,0.4599455747247253
Qwen/Qwen2.5-1.5B,L1_0061,24,1,1.124868,0.028113562370425633,0.02794849426685676,0.027948674264536736,0.028113562370425633,1.0967544376295744,1.0969195057331431,1.0969193257354632,1.0969195057331431,1.0967544376295744
Qwen/Qwen2.5-1.5B,L1_0062,24,1,1.289751,0.44313056653316435,0.44313736181035496,0.4431378161743359,0.4431378161743359,0.8466204334668357,0.8466136381896452,0.8466131838256642,0.8466136381896452,0.8466131838256642
Qwen/Qwen2.5-1.5B,L1_0063,24,1,1.172945,0.6448035643212972,0.644822461165197,0.6448235312039016,0.6448235312039016,0.5281414356787028,0.5281225388348029,0.5281214687960983,0.5281225388348029,0.5281214687960983
Qwen/Qwen2.5-1.5B,L1_0064,24,1,1.297041,0.6626194283027199,0.6561942271905472,0.6561956170249407,0.6626194283027199,0.6344215716972802,0.6408467728094529,0.6408453829750594,0.6408467728094529,0.6344215716972802
Qwen/Qwen2.5-1.5B,L1_0065,24,1,0.909117,0.015238725805331987,0.014908467455792461,0.014908633754194869,0.015238725805331987,0.8938782741946679,0.8942085325442075,0.8942083662458051,0.8942085325442075,0.8938782741946679
Qwen/Qwen2.5-1.5B,L1_0066,24,1,1.013762,0.6443285786964589,0.6443455645047795,0.6443468125278053,0.6443468125278053,0.3694334213035412,0.3694164354952205,0.3694151874721947,0.3694164354952205,0.3694151874721947
Qwen/Qwen2.5-1.5B,L1_0067,24,1,0.597246,0.02016478917779271,0.020167208691376406,0.020167370131106116,0.020167370131106116,0.5770812108222073,0.5770787913086236,0.5770786298688939,0.5770787913086236,0.5770786298688939
Qwen/Qwen2.5-1.5B,L1_0068,24,1,1.129724,0.39613260633928943,0.39635581119107527,0.3963689770339815,0.3963689770339815,0.7335913936607106,0.7333681888089247,0.7333550229660184,0.7333681888089247,0.7333550229660184
Qwen/Qwen2.5-1.5B,L1_0069,24,1,0.512724,0.02027674897298586,0.02027920804312403,0.020279372222234523,0.020279372222234523,0.4924472510270141,0.4924447919568759,0.49244462777776543,0.4924447919568759,0.49244462777776543
